League,Matchup,Player,Team,Stat,Direction,TC_Proj,Market_Line,Edge,Reason
wnba,NY@IND,Sophie Cunningham,IND,PR,OVER,11.6,0.0,11.6,high-confidence over on Sophie Cunningham PR: TC projects 11.6 vs line 0.0 (edge +11.6)
wnba,WSH@GSV,Michaela Onyenwere,WSH,PA,OVER,11.6,0.0,11.6,high-confidence over on Michaela Onyenwere PA: TC projects 11.6 vs line 0.0 (edge +11.6)
wnba,NY@IND,Aliyah Boston,IND,RA,OVER,11.4,0.0,11.4,high-confidence over on Aliyah Boston RA: TC projects 11.4 vs line 0.0 (edge +11.4)
wnba,POR@MIN,Emily Engstler,POR,PA,OVER,11.2,0.0,11.2,high-confidence over on Emily Engstler PA: TC projects 11.2 vs line 0.0 (edge +11.2)
wnba,NY@IND,Breanna Stewart,NY,RA,OVER,11.1,0.0,11.1,high-confidence over on Breanna Stewart RA: TC projects 11.1 vs line 0.0 (edge +11.1)
wnba,POR@MIN,Natasha Howard,MIN,RA,OVER,11.1,0.0,11.1,high-confidence over on Natasha Howard RA: TC projects 11.1 vs line 0.0 (edge +11.1)
wnba,POR@MIN,Dorka Juhasz,MIN,PRA,OVER,11.0,0.0,11.0,high-confidence over on Dorka Juhasz PRA: TC projects 11.0 vs line 0.0 (edge +11.0)
wnba,WSH@GSV,Kiki Iriafen,WSH,RA,OVER,11.0,0.0,11.0,high-confidence over on Kiki Iriafen RA: TC projects 11.0 vs line 0.0 (edge +11.0)
wnba,WSH@GSV,Lauren Betts,WSH,PRA,OVER,11.0,0.0,11.0,high-confidence over on Lauren Betts PRA: TC projects 11.0 vs line 0.0 (edge +11.0)
wnba,WSH@GSV,Cotie McMahon,WSH,PRA,OVER,10.8,0.0,10.8,high-confidence over on Cotie McMahon PRA: TC projects 10.8 vs line 0.0 (edge +10.8)
wnba,POR@MIN,Teja Oblak,POR,PRA,OVER,10.7,0.0,10.7,high-confidence over on Teja Oblak PRA: TC projects 10.7 vs line 0.0 (edge +10.7)
wnba,WSH@GSV,Georgia Amoore,WSH,PRA,OVER,10.7,0.0,10.7,high-confidence over on Georgia Amoore PRA: TC projects 10.7 vs line 0.0 (edge +10.7)
wnba,NY@IND,Sophie Cunningham,IND,PA,OVER,10.6,0.0,10.6,high-confidence over on Sophie Cunningham PA: TC projects 10.6 vs line 0.0 (edge +10.6)
wnba,POR@MIN,Sarah Ashlee Barker,POR,PTS,OVER,10.6,0.0,10.6,high-confidence over on Sarah Ashlee Barker PTS: TC projects 10.6 vs line 0.0 (edge +10.6)
wnba,NY@IND,Satou Sabally,NY,PTS,OVER,10.4,0.0,10.4,high-confidence over on Satou Sabally PTS: TC projects 10.4 vs line 0.0 (edge +10.4)
wnba,POR@MIN,Olivia Miles,MIN,RA,OVER,10.4,0.0,10.4,high-confidence over on Olivia Miles RA: TC projects 10.4 vs line 0.0 (edge +10.4)
wnba,WSH@GSV,Alicia Florez,WSH,PRA,OVER,10.4,0.0,10.4,high-confidence over on Alicia Florez PRA: TC projects 10.4 vs line 0.0 (edge +10.4)
wnba,WSH@GSV,Lauren Betts,WSH,PR,OVER,10.2,0.0,10.2,high-confidence over on Lauren Betts PR: TC projects 10.2 vs line 0.0 (edge +10.2)
wnba,POR@MIN,Nia Coffey,MIN,PA,OVER,10.1,0.0,10.1,high-confidence over on Nia Coffey PA: TC projects 10.1 vs line 0.0 (edge +10.1)
wnba,WSH@GSV,Michaela Onyenwere,WSH,PTS,OVER,10.1,0.0,10.1,high-confidence over on Michaela Onyenwere PTS: TC projects 10.1 vs line 0.0 (edge +10.1)
wnba,NY@IND,Leonie Fiebich,NY,PTS,OVER,10.0,0.0,10.0,high-confidence over on Leonie Fiebich PTS: TC projects 10.0 vs line 0.0 (edge +10.0)
wnba,NY@IND,Pauline Astier,NY,PTS,OVER,9.9,0.0,9.9,high-confidence over on Pauline Astier PTS: TC projects 9.9 vs line 0.0 (edge +9.9)
wnba,NY@IND,Lexie Hull,IND,PRA,OVER,9.9,0.0,9.9,high-confidence over on Lexie Hull PRA: TC projects 9.9 vs line 0.0 (edge +9.9)
wnba,POR@MIN,Courtney Williams,MIN,RA,OVER,9.6,0.0,9.6,high-confidence over on Courtney Williams RA: TC projects 9.6 vs line 0.0 (edge +9.6)
wnba,WSH@GSV,Georgia Amoore,WSH,PA,OVER,9.5,0.0,9.5,high-confidence over on Georgia Amoore PA: TC projects 9.5 vs line 0.0 (edge +9.5)
wnba,WSH@GSV,Kiki Iriafen,WSH,REB,OVER,9.4,0.0,9.4,high-confidence over on Kiki Iriafen REB: TC projects 9.4 vs line 0.0 (edge +9.4)
wnba,NY@IND,Jonquel Jones,NY,REB,OVER,9.3,0.0,9.3,high-confidence over on Jonquel Jones REB: TC projects 9.3 vs line 0.0 (edge +9.3)
wnba,NY@IND,Sophie Cunningham,IND,PTS,OVER,9.3,0.0,9.3,high-confidence over on Sophie Cunningham PTS: TC projects 9.3 vs line 0.0 (edge +9.3)
wnba,POR@MIN,Dorka Juhasz,MIN,PR,OVER,9.3,0.0,9.3,high-confidence over on Dorka Juhasz PR: TC projects 9.3 vs line 0.0 (edge +9.3)
wnba,NY@IND,Marine Johannes,NY,PTS,OVER,9.2,0.0,9.2,high-confidence over on Marine Johannes PTS: TC projects 9.2 vs line 0.0 (edge +9.2)
wnba,POR@MIN,Emily Engstler,POR,PTS,OVER,9.2,0.0,9.2,high-confidence over on Emily Engstler PTS: TC projects 9.2 vs line 0.0 (edge +9.2)
wnba,POR@MIN,Teja Oblak,POR,PA,OVER,9.2,0.0,9.2,high-confidence over on Teja Oblak PA: TC projects 9.2 vs line 0.0 (edge +9.2)
wnba,NY@IND,Lexie Hull,IND,PR,OVER,9.1,0.0,9.1,high-confidence over on Lexie Hull PR: TC projects 9.1 vs line 0.0 (edge +9.1)
wnba,POR@MIN,Luisa Geiselsoder,POR,PRA,OVER,9.1,0.0,9.1,high-confidence over on Luisa Geiselsoder PRA: TC projects 9.1 vs line 0.0 (edge +9.1)
wnba,WSH@GSV,Shakira Austin,WSH,REB,OVER,9.1,0.0,9.1,high-confidence over on Shakira Austin REB: TC projects 9.1 vs line 0.0 (edge +9.1)
wnba,NY@IND,Myisha Hines-Allen,IND,PRA,OVER,9.0,0.0,9.0,high-confidence over on Myisha Hines-Allen PRA: TC projects 9.0 vs line 0.0 (edge +9.0)
wnba,WSH@GSV,Cotie McMahon,WSH,PR,OVER,8.9,0.0,8.9,high-confidence over on Cotie McMahon PR: TC projects 8.9 vs line 0.0 (edge +8.9)
wnba,NY@IND,Aliyah Boston,IND,REB,OVER,8.7,0.0,8.7,high-confidence over on Aliyah Boston REB: TC projects 8.7 vs line 0.0 (edge +8.7)
wnba,POR@MIN,Frieda Buhner,POR,PRA,OVER,8.6,0.0,8.6,high-confidence over on Frieda Buhner PRA: TC projects 8.6 vs line 0.0 (edge +8.6)
wnba,NY@IND,Breanna Stewart,NY,REB,OVER,8.4,0.0,8.4,high-confidence over on Breanna Stewart REB: TC projects 8.4 vs line 0.0 (edge +8.4)
wnba,POR@MIN,Emma Cechova,MIN,PTS,OVER,8.3,0.0,8.3,high-confidence over on Emma Cechova PTS: TC projects 8.3 vs line 0.0 (edge +8.3)
wnba,POR@MIN,Emma Cechova,MIN,PA,OVER,8.3,0.0,8.3,high-confidence over on Emma Cechova PA: TC projects 8.3 vs line 0.0 (edge +8.3)
wnba,NY@IND,Sabrina Ionescu,NY,RA,OVER,8.2,0.0,8.2,high-confidence over on Sabrina Ionescu RA: TC projects 8.2 vs line 0.0 (edge +8.2)
wnba,NY@IND,Han Xu,NY,PRA,OVER,8.2,0.0,8.2,high-confidence over on Han Xu PRA: TC projects 8.2 vs line 0.0 (edge +8.2)
wnba,NY@IND,Betnijah Laney-Hamilton,NY,PRA,OVER,8.1,0.0,8.1,high-confidence over on Betnijah Laney-Hamilton PRA: TC projects 8.1 vs line 0.0 (edge +8.1)
wnba,NY@IND,Makayla Timpson,IND,PRA,OVER,8.1,0.0,8.1,high-confidence over on Makayla Timpson PRA: TC projects 8.1 vs line 0.0 (edge +8.1)
wnba,POR@MIN,Carla Leite,POR,RA,OVER,8.1,0.0,8.1,high-confidence over on Carla Leite RA: TC projects 8.1 vs line 0.0 (edge +8.1)
wnba,NY@IND,Rebekah Gardner,NY,PRA,OVER,8.0,0.0,8.0,high-confidence over on Rebekah Gardner PRA: TC projects 8.0 vs line 0.0 (edge +8.0)
wnba,NY@IND,Monique Billings,IND,PA,OVER,8.0,0.0,8.0,high-confidence over on Monique Billings PA: TC projects 8.0 vs line 0.0 (edge +8.0)
wnba,POR@MIN,Frieda Buhner,POR,PR,OVER,8.0,0.0,8.0,high-confidence over on Frieda Buhner PR: TC projects 8.0 vs line 0.0 (edge +8.0)
wnba,POR@MIN,Natasha Howard,MIN,REB,OVER,8.0,0.0,8.0,high-confidence over on Natasha Howard REB: TC projects 8.0 vs line 0.0 (edge +8.0)
wnba,WSH@GSV,Cotie McMahon,WSH,PA,OVER,8.0,0.0,8.0,high-confidence over on Cotie McMahon PA: TC projects 8.0 vs line 0.0 (edge +8.0)
wnba,WSH@GSV,Alicia Florez,WSH,PA,OVER,8.0,0.0,8.0,high-confidence over on Alicia Florez PA: TC projects 8.0 vs line 0.0 (edge +8.0)
wnba,NY@IND,Caitlin Clark,IND,AST,OVER,7.8,0.0,7.8,high-confidence over on Caitlin Clark AST: TC projects 7.8 vs line 0.0 (edge +7.8)
wnba,NY@IND,Raven Johnson,IND,PRA,OVER,7.8,0.0,7.8,high-confidence over on Raven Johnson PRA: TC projects 7.8 vs line 0.0 (edge +7.8)
wnba,NY@IND,Tyasha Harris,IND,PRA,OVER,7.8,0.0,7.8,high-confidence over on Tyasha Harris PRA: TC projects 7.8 vs line 0.0 (edge +7.8)
wnba,POR@MIN,Teja Oblak,POR,PR,OVER,7.8,0.0,7.8,high-confidence over on Teja Oblak PR: TC projects 7.8 vs line 0.0 (edge +7.8)
wnba,POR@MIN,Nia Coffey,MIN,PTS,OVER,7.8,0.0,7.8,high-confidence over on Nia Coffey PTS: TC projects 7.8 vs line 0.0 (edge +7.8)
wnba,POR@MIN,Nia Coffey,MIN,RA,OVER,7.8,0.0,7.8,high-confidence over on Nia Coffey RA: TC projects 7.8 vs line 0.0 (edge +7.8)
wnba,POR@MIN,Luisa Geiselsoder,POR,PR,OVER,7.7,0.0,7.7,high-confidence over on Luisa Geiselsoder PR: TC projects 7.7 vs line 0.0 (edge +7.7)
wnba,WSH@GSV,Angela Dugalic,WSH,PRA,OVER,7.7,0.0,7.7,high-confidence over on Angela Dugalic PRA: TC projects 7.7 vs line 0.0 (edge +7.7)
wnba,NY@IND,Makayla Timpson,IND,PR,OVER,7.5,0.0,7.5,high-confidence over on Makayla Timpson PR: TC projects 7.5 vs line 0.0 (edge +7.5)
wnba,WSH@GSV,Sonia Citron,WSH,RA,OVER,7.5,0.0,7.5,high-confidence over on Sonia Citron RA: TC projects 7.5 vs line 0.0 (edge +7.5)
wnba,NY@IND,Han Xu,NY,PR,OVER,7.4,0.0,7.4,high-confidence over on Han Xu PR: TC projects 7.4 vs line 0.0 (edge +7.4)
wnba,POR@MIN,Emily Engstler,POR,RA,OVER,7.4,0.0,7.4,high-confidence over on Emily Engstler RA: TC projects 7.4 vs line 0.0 (edge +7.4)
wnba,POR@MIN,Maya Caldwell,MIN,PRA,OVER,7.4,0.0,7.4,high-confidence over on Maya Caldwell PRA: TC projects 7.4 vs line 0.0 (edge +7.4)
wnba,WSH@GSV,Lauren Betts,WSH,PA,OVER,7.4,0.0,7.4,high-confidence over on Lauren Betts PA: TC projects 7.4 vs line 0.0 (edge +7.4)
wnba,NY@IND,Myisha Hines-Allen,IND,PR,OVER,7.3,0.0,7.3,high-confidence over on Myisha Hines-Allen PR: TC projects 7.3 vs line 0.0 (edge +7.3)
wnba,WSH@GSV,Georgia Amoore,WSH,PR,OVER,7.2,0.0,7.2,high-confidence over on Georgia Amoore PR: TC projects 7.2 vs line 0.0 (edge +7.2)
wnba,POR@MIN,Serah Williams,POR,PRA,OVER,7.0,0.0,7.0,high-confidence over on Serah Williams PRA: TC projects 7.0 vs line 0.0 (edge +7.0)
wnba,POR@MIN,Anastasiia Olairi Kosu,MIN,PRA,OVER,7.0,0.0,7.0,high-confidence over on Anastasiia Olairi Kosu PRA: TC projects 7.0 vs line 0.0 (edge +7.0)
wnba,POR@MIN,Sarah Ashlee Barker,POR,RA,OVER,6.9,0.0,6.9,high-confidence over on Sarah Ashlee Barker RA: TC projects 6.9 vs line 0.0 (edge +6.9)
wnba,WSH@GSV,Alicia Florez,WSH,PR,OVER,6.9,0.0,6.9,high-confidence over on Alicia Florez PR: TC projects 6.9 vs line 0.0 (edge +6.9)
wnba,WSH@GSV,Angela Dugalic,WSH,PR,OVER,6.9,0.0,6.9,high-confidence over on Angela Dugalic PR: TC projects 6.9 vs line 0.0 (edge +6.9)
wnba,NY@IND,Rebekah Gardner,NY,PR,OVER,6.8,0.0,6.8,high-confidence over on Rebekah Gardner PR: TC projects 6.8 vs line 0.0 (edge +6.8)
wnba,NY@IND,Monique Billings,IND,PTS,OVER,6.8,0.0,6.8,high-confidence over on Monique Billings PTS: TC projects 6.8 vs line 0.0 (edge +6.8)
wnba,POR@MIN,Jordan Harrison,POR,PRA,OVER,6.7,0.0,6.7,high-confidence over on Jordan Harrison PRA: TC projects 6.7 vs line 0.0 (edge +6.7)
wnba,POR@MIN,Dorka Juhasz,MIN,PA,OVER,6.7,0.0,6.7,high-confidence over on Dorka Juhasz PA: TC projects 6.7 vs line 0.0 (edge +6.7)
wnba,NY@IND,Betnijah Laney-Hamilton,NY,PR,OVER,6.6,0.0,6.6,high-confidence over on Betnijah Laney-Hamilton PR: TC projects 6.6 vs line 0.0 (edge +6.6)
wnba,NY@IND,Lexie Hull,IND,PA,OVER,6.6,0.0,6.6,high-confidence over on Lexie Hull PA: TC projects 6.6 vs line 0.0 (edge +6.6)
wnba,POR@MIN,Frieda Buhner,POR,PA,OVER,6.6,0.0,6.6,high-confidence over on Frieda Buhner PA: TC projects 6.6 vs line 0.0 (edge +6.6)
wnba,POR@MIN,Serah Williams,POR,PR,OVER,6.6,0.0,6.6,high-confidence over on Serah Williams PR: TC projects 6.6 vs line 0.0 (edge +6.6)
wnba,NY@IND,Pauline Astier,NY,RA,OVER,6.5,0.0,6.5,high-confidence over on Pauline Astier RA: TC projects 6.5 vs line 0.0 (edge +6.5)
wnba,NY@IND,Tyasha Harris,IND,PA,OVER,6.5,0.0,6.5,high-confidence over on Tyasha Harris PA: TC projects 6.5 vs line 0.0 (edge +6.5)
wnba,WSH@GSV,Lauren Betts,WSH,PTS,OVER,6.5,0.0,6.5,high-confidence over on Lauren Betts PTS: TC projects 6.5 vs line 0.0 (edge +6.5)
wnba,NY@IND,Monique Billings,IND,RA,OVER,6.4,0.0,6.4,high-confidence over on Monique Billings RA: TC projects 6.4 vs line 0.0 (edge +6.4)
wnba,POR@MIN,Luisa Geiselsoder,POR,PA,OVER,6.3,0.0,6.3,high-confidence over on Luisa Geiselsoder PA: TC projects 6.3 vs line 0.0 (edge +6.3)
wnba,POR@MIN,Maya Caldwell,MIN,PR,OVER,6.3,0.0,6.3,high-confidence over on Maya Caldwell PR: TC projects 6.3 vs line 0.0 (edge +6.3)
wnba,NY@IND,Han Xu,NY,PA,OVER,6.2,0.0,6.2,high-confidence over on Han Xu PA: TC projects 6.2 vs line 0.0 (edge +6.2)
wnba,NY@IND,Betnijah Laney-Hamilton,NY,PA,OVER,6.2,0.0,6.2,high-confidence over on Betnijah Laney-Hamilton PA: TC projects 6.2 vs line 0.0 (edge +6.2)
wnba,NY@IND,Raven Johnson,IND,PR,OVER,6.2,0.0,6.2,high-confidence over on Raven Johnson PR: TC projects 6.2 vs line 0.0 (edge +6.2)
wnba,POR@MIN,Teja Oblak,POR,PTS,OVER,6.2,0.0,6.2,high-confidence over on Teja Oblak PTS: TC projects 6.2 vs line 0.0 (edge +6.2)
wnba,POR@MIN,Kayla McBride,MIN,RA,OVER,6.2,0.0,6.2,high-confidence over on Kayla McBride RA: TC projects 6.2 vs line 0.0 (edge +6.2)
wnba,POR@MIN,Anastasiia Olairi Kosu,MIN,PR,OVER,6.2,0.0,6.2,high-confidence over on Anastasiia Olairi Kosu PR: TC projects 6.2 vs line 0.0 (edge +6.2)
wnba,WSH@GSV,Cotie McMahon,WSH,PTS,OVER,6.1,0.0,6.1,high-confidence over on Cotie McMahon PTS: TC projects 6.1 vs line 0.0 (edge +6.1)
wnba,NY@IND,Rebekah Gardner,NY,PA,OVER,6.0,0.0,6.0,high-confidence over on Rebekah Gardner PA: TC projects 6.0 vs line 0.0 (edge +6.0)
wnba,POR@MIN,Frieda Buhner,POR,PTS,OVER,6.0,0.0,6.0,high-confidence over on Frieda Buhner PTS: TC projects 6.0 vs line 0.0 (edge +6.0)
wnba,POR@MIN,Jordan Harrison,POR,PA,OVER,6.0,0.0,6.0,high-confidence over on Jordan Harrison PA: TC projects 6.0 vs line 0.0 (edge +6.0)
wnba,POR@MIN,Dorka Juhasz,MIN,RA,OVER,6.0,0.0,6.0,high-confidence over on Dorka Juhasz RA: TC projects 6.0 vs line 0.0 (edge +6.0)
wnba,WSH@GSV,Georgia Amoore,WSH,PTS,OVER,6.0,0.0,6.0,high-confidence over on Georgia Amoore PTS: TC projects 6.0 vs line 0.0 (edge +6.0)
wnba,POR@MIN,Liatu King,MIN,PRA,OVER,5.9,0.0,5.9,high-confidence over on Liatu King PRA: TC projects 5.9 vs line 0.0 (edge +5.9)
wnba,POR@MIN,Liatu King,MIN,PR,OVER,5.9,0.0,5.9,high-confidence over on Liatu King PR: TC projects 5.9 vs line 0.0 (edge +5.9)
wnba,NY@IND,Lexie Hull,IND,PTS,OVER,5.8,0.0,5.8,high-confidence over on Lexie Hull PTS: TC projects 5.8 vs line 0.0 (edge +5.8)
wnba,NY@IND,Myisha Hines-Allen,IND,PA,OVER,5.8,0.0,5.8,high-confidence over on Myisha Hines-Allen PA: TC projects 5.8 vs line 0.0 (edge +5.8)
wnba,POR@MIN,Carla Leite,POR,AST,OVER,5.8,0.0,5.8,high-confidence over on Carla Leite AST: TC projects 5.8 vs line 0.0 (edge +5.8)
wnba,WSH@GSV,Alicia Florez,WSH,RA,OVER,5.8,0.0,5.8,high-confidence over on Alicia Florez RA: TC projects 5.8 vs line 0.0 (edge +5.8)
wnba,NY@IND,Tyasha Harris,IND,PR,OVER,5.7,0.0,5.7,high-confidence over on Tyasha Harris PR: TC projects 5.7 vs line 0.0 (edge +5.7)
wnba,POR@MIN,Bridget Carleton,POR,RA,OVER,5.7,0.0,5.7,high-confidence over on Bridget Carleton RA: TC projects 5.7 vs line 0.0 (edge +5.7)
wnba,POR@MIN,Olivia Miles,MIN,AST,OVER,5.7,0.0,5.7,high-confidence over on Olivia Miles AST: TC projects 5.7 vs line 0.0 (edge +5.7)
wnba,NY@IND,Raven Johnson,IND,PA,OVER,5.6,0.0,5.6,high-confidence over on Raven Johnson PA: TC projects 5.6 vs line 0.0 (edge +5.6)
wnba,POR@MIN,Nyadiew Puoch,POR,PRA,OVER,5.6,0.0,5.6,high-confidence over on Nyadiew Puoch PRA: TC projects 5.6 vs line 0.0 (edge +5.6)
wnba,POR@MIN,Courtney Williams,MIN,REB,OVER,5.6,0.0,5.6,high-confidence over on Courtney Williams REB: TC projects 5.6 vs line 0.0 (edge +5.6)
wnba,POR@MIN,Nia Coffey,MIN,REB,OVER,5.6,0.0,5.6,high-confidence over on Nia Coffey REB: TC projects 5.6 vs line 0.0 (edge +5.6)
wnba,NY@IND,Marine Johannes,NY,RA,OVER,5.5,0.0,5.5,high-confidence over on Marine Johannes RA: TC projects 5.5 vs line 0.0 (edge +5.5)
wnba,POR@MIN,Karlie Samuelson,POR,PRA,OVER,5.5,0.0,5.5,high-confidence over on Karlie Samuelson PRA: TC projects 5.5 vs line 0.0 (edge +5.5)
wnba,NY@IND,Han Xu,NY,PTS,OVER,5.4,0.0,5.4,high-confidence over on Han Xu PTS: TC projects 5.4 vs line 0.0 (edge +5.4)
wnba,POR@MIN,Emily Engstler,POR,REB,OVER,5.4,0.0,5.4,high-confidence over on Emily Engstler REB: TC projects 5.4 vs line 0.0 (edge +5.4)
wnba,POR@MIN,Maya Caldwell,MIN,PA,OVER,5.4,0.0,5.4,high-confidence over on Maya Caldwell PA: TC projects 5.4 vs line 0.0 (edge +5.4)
wnba,NY@IND,Monique Billings,IND,REB,OVER,5.3,0.0,5.3,high-confidence over on Monique Billings REB: TC projects 5.3 vs line 0.0 (edge +5.3)
wnba,NY@IND,Damiris Dantas,IND,PRA,OVER,5.2,0.0,5.2,high-confidence over on Damiris Dantas PRA: TC projects 5.2 vs line 0.0 (edge +5.2)
wnba,POR@MIN,Antonia Delaere,MIN,PRA,OVER,5.2,0.0,5.2,high-confidence over on Antonia Delaere PRA: TC projects 5.2 vs line 0.0 (edge +5.2)
wnba,POR@MIN,Eliska Hamzova,MIN,PRA,OVER,5.2,0.0,5.2,high-confidence over on Eliska Hamzova PRA: TC projects 5.2 vs line 0.0 (edge +5.2)
wnba,POR@MIN,Dorka Juhasz,MIN,PTS,OVER,5.0,0.0,5.0,high-confidence over on Dorka Juhasz PTS: TC projects 5.0 vs line 0.0 (edge +5.0)
wnba,NY@IND,Myisha Hines-Allen,IND,RA,OVER,4.9,0.0,4.9,moderate-confidence over on Myisha Hines-Allen RA: TC projects 4.9 vs line 0.0 (edge +4.9)
wnba,POR@MIN,Luisa Geiselsoder,POR,PTS,OVER,4.9,0.0,4.9,moderate-confidence over on Luisa Geiselsoder PTS: TC projects 4.9 vs line 0.0 (edge +4.9)
wnba,POR@MIN,Nyadiew Puoch,POR,PR,OVER,4.9,0.0,4.9,moderate-confidence over on Nyadiew Puoch PR: TC projects 4.9 vs line 0.0 (edge +4.9)
wnba,NY@IND,Rebekah Gardner,NY,PTS,OVER,4.8,0.0,4.8,moderate-confidence over on Rebekah Gardner PTS: TC projects 4.8 vs line 0.0 (edge +4.8)
wnba,NY@IND,Damiris Dantas,IND,PR,OVER,4.8,0.0,4.8,moderate-confidence over on Damiris Dantas PR: TC projects 4.8 vs line 0.0 (edge +4.8)
wnba,POR@MIN,Megan Gustafson,POR,RA,OVER,4.8,0.0,4.8,moderate-confidence over on Megan Gustafson RA: TC projects 4.8 vs line 0.0 (edge +4.8)
wnba,POR@MIN,Anastasiia Olairi Kosu,MIN,PA,OVER,4.8,0.0,4.8,moderate-confidence over on Anastasiia Olairi Kosu PA: TC projects 4.8 vs line 0.0 (edge +4.8)
wnba,NY@IND,Satou Sabally,NY,RA,OVER,4.7,0.0,4.7,moderate-confidence over on Satou Sabally RA: TC projects 4.7 vs line 0.0 (edge +4.7)
wnba,NY@IND,Betnijah Laney-Hamilton,NY,PTS,OVER,4.7,0.0,4.7,moderate-confidence over on Betnijah Laney-Hamilton PTS: TC projects 4.7 vs line 0.0 (edge +4.7)
wnba,POR@MIN,Karlie Samuelson,POR,PR,OVER,4.7,0.0,4.7,moderate-confidence over on Karlie Samuelson PR: TC projects 4.7 vs line 0.0 (edge +4.7)
wnba,POR@MIN,Olivia Miles,MIN,REB,OVER,4.7,0.0,4.7,moderate-confidence over on Olivia Miles REB: TC projects 4.7 vs line 0.0 (edge +4.7)
wnba,WSH@GSV,Michaela Onyenwere,WSH,RA,OVER,4.7,0.0,4.7,moderate-confidence over on Michaela Onyenwere RA: TC projects 4.7 vs line 0.0 (edge +4.7)
wnba,WSH@GSV,Cotie McMahon,WSH,RA,OVER,4.7,0.0,4.7,moderate-confidence over on Cotie McMahon RA: TC projects 4.7 vs line 0.0 (edge +4.7)
wnba,WSH@GSV,Georgia Amoore,WSH,RA,OVER,4.7,0.0,4.7,moderate-confidence over on Georgia Amoore RA: TC projects 4.7 vs line 0.0 (edge +4.7)
wnba,WSH@GSV,Lucy Olsen,WSH,PRA,OVER,4.7,0.0,4.7,moderate-confidence over on Lucy Olsen PRA: TC projects 4.7 vs line 0.0 (edge +4.7)
wnba,POR@MIN,Sarah Ashlee Barker,POR,REB,OVER,4.6,0.0,4.6,moderate-confidence over on Sarah Ashlee Barker REB: TC projects 4.6 vs line 0.0 (edge +4.6)
wnba,POR@MIN,Antonia Delaere,MIN,PA,OVER,4.6,0.0,4.6,moderate-confidence over on Antonia Delaere PA: TC projects 4.6 vs line 0.0 (edge +4.6)
wnba,WSH@GSV,Alicia Florez,WSH,PTS,OVER,4.6,0.0,4.6,moderate-confidence over on Alicia Florez PTS: TC projects 4.6 vs line 0.0 (edge +4.6)
wnba,WSH@GSV,Angela Dugalic,WSH,PA,OVER,4.6,0.0,4.6,moderate-confidence over on Angela Dugalic PA: TC projects 4.6 vs line 0.0 (edge +4.6)
wnba,WSH@GSV,Cassandre Prosper,WSH,PRA,OVER,4.6,0.0,4.6,moderate-confidence over on Cassandre Prosper PRA: TC projects 4.6 vs line 0.0 (edge +4.6)
wnba,NY@IND,Kelsey Mitchell,IND,RA,OVER,4.5,0.0,4.5,moderate-confidence over on Kelsey Mitchell RA: TC projects 4.5 vs line 0.0 (edge +4.5)
wnba,NY@IND,Tyasha Harris,IND,PTS,OVER,4.5,0.0,4.5,moderate-confidence over on Tyasha Harris PTS: TC projects 4.5 vs line 0.0 (edge +4.5)
wnba,POR@MIN,Teja Oblak,POR,RA,OVER,4.5,0.0,4.5,moderate-confidence over on Teja Oblak RA: TC projects 4.5 vs line 0.0 (edge +4.5)
wnba,POR@MIN,Serah Williams,POR,PA,OVER,4.5,0.0,4.5,moderate-confidence over on Serah Williams PA: TC projects 4.5 vs line 0.0 (edge +4.5)
wnba,WSH@GSV,Lauren Betts,WSH,RA,OVER,4.5,0.0,4.5,moderate-confidence over on Lauren Betts RA: TC projects 4.5 vs line 0.0 (edge +4.5)
wnba,NY@IND,Leonie Fiebich,NY,RA,OVER,4.4,0.0,4.4,moderate-confidence over on Leonie Fiebich RA: TC projects 4.4 vs line 0.0 (edge +4.4)
wnba,POR@MIN,Karlie Samuelson,POR,PA,OVER,4.4,0.0,4.4,moderate-confidence over on Karlie Samuelson PA: TC projects 4.4 vs line 0.0 (edge +4.4)
wnba,POR@MIN,Holly Winterburn,POR,PRA,OVER,4.4,0.0,4.4,moderate-confidence over on Holly Winterburn PRA: TC projects 4.4 vs line 0.0 (edge +4.4)
wnba,NY@IND,Makayla Timpson,IND,PA,OVER,4.3,0.0,4.3,moderate-confidence over on Makayla Timpson PA: TC projects 4.3 vs line 0.0 (edge +4.3)
wnba,NY@IND,Makayla Timpson,IND,RA,OVER,4.3,0.0,4.3,moderate-confidence over on Makayla Timpson RA: TC projects 4.3 vs line 0.0 (edge +4.3)
wnba,POR@MIN,Jordan Harrison,POR,RA,OVER,4.3,0.0,4.3,moderate-confidence over on Jordan Harrison RA: TC projects 4.3 vs line 0.0 (edge +4.3)
wnba,POR@MIN,Dorka Juhasz,MIN,REB,OVER,4.3,0.0,4.3,moderate-confidence over on Dorka Juhasz REB: TC projects 4.3 vs line 0.0 (edge +4.3)
wnba,NY@IND,Sabrina Ionescu,NY,AST,OVER,4.2,0.0,4.2,moderate-confidence over on Sabrina Ionescu AST: TC projects 4.2 vs line 0.0 (edge +4.2)
wnba,POR@MIN,Maya Caldwell,MIN,PTS,OVER,4.2,0.0,4.2,moderate-confidence over on Maya Caldwell PTS: TC projects 4.2 vs line 0.0 (edge +4.2)
wnba,NY@IND,Lexie Hull,IND,RA,OVER,4.1,0.0,4.1,moderate-confidence over on Lexie Hull RA: TC projects 4.1 vs line 0.0 (edge +4.1)
